# Digital Twin Training Data Generated on 2026-03-29 12:02:33
# Total Samples: 324
# Date Range: 2000-01 to 2026-12
# Calibration Factor: 0.033413 kg/score_unit
# Model Parameters: prod_weight=1.0, rain_weight=0.3, temp_weight=0.1
# Features: production_volume, production_capacity, rain_sum, temperature_mean, humidity_mean, wind_speed_mean
# Targets: Total_Waste_kg = Sum(Solid_Waste_Limestone_kg + Solid_Waste_Gypsum_kg + Solid_Waste_Industrial_Salt_kg)
# Additional: Total_Solid_Waste_kg, Total_Liquid_Waste_Liters (Bittern + Magnesium Oil)
# Potential Products: Potential_Epsom_Salt_kg, Potential_Potash_kg (derived from Bittern)
#
Year,Month,production_volume,production_capacity,rain_sum,temperature_mean,humidity_mean,wind_speed_mean,Total_Waste_kg,Solid_Waste_Gypsum_kg,Solid_Waste_Limestone_kg,Solid_Waste_Industrial_Salt_kg,Total_Solid_Waste_kg,Liquid_Waste_Bittern_Liters,Bittern_Mg_Concentration_gL,Bittern_K_Concentration_gL,Bittern_SO4_Concentration_gL,Bittern_Ca_Concentration_gL,Bittern_Magnesium_kg,Bittern_Potassium_kg,Bittern_Sulfate_kg,Bittern_Calcium_kg,Potential_Epsom_Salt_kg,Potential_Potash_kg,Potential_Magnesium_Oil_Liters,Bittern_Requires_Dilution,Total_Liquid_Waste_Liters
2002,5,2004488.25,2928607.18,412.55,29.03,100.0,17.65,89108.4756,1773.2232,3460.3404,83874.912,89108.4756,2366187.9654,6.348,1.526,8.646,0.03,15269.3897,3670.6189,20796.9665,72.1616,370183.1906,66486.911,770109.1549,1.0,3136297.1203
2002,6,3170222.63,3413029.86,422.13,27.05,100.0,17.44,140940.2111,1693.5761,4521.1337,134725.5013,140940.2111,3804267.156,6.348,1.526,8.646,0.03,24149.4879,5805.3117,32891.6938,114.128,583091.892,82334.4529,1451166.1322,1.0,5255433.2882
2002,7,4157837.96,5318693.49,129.73,27.6,88.47,13.18,160692.6275,2610.0307,4118.2592,153964.3376,160692.6275,4989405.552,9.4241,2.2655,12.8357,0.0445,47020.7451,11303.3486,64042.4326,222.2152,760075.8675,146680.1472,1810010.6701,1.0,6799416.2221
2002,8,3390382.37,3824116.91,11.75,27.48,82.87,12.84,122974.1157,1511.661,5498.0666,115964.388,122974.1157,4033111.3887,13.2508,3.1854,18.0476,0.0626,53910.2062,12959.5108,73425.9046,254.7741,663225.2095,109702.1033,1468515.3986,1.0,5501626.7873
2002,9,2103318.72,2667149.48,474.79,27.03,100.0,8.85,95724.7807,1103.2655,3286.2161,91335.2991,95724.7807,2523982.464,6.348,1.526,8.646,0.03,16022.2407,3851.5972,21822.3524,75.7195,407688.2039,65793.0307,864244.5769,1.0,3388227.0409
2002,10,2562333.78,3328999.71,390.12,27.27,100.0,23.71,112324.4957,1375.5312,4348.0355,106600.929,112324.4957,3057129.6903,6.348,1.526,8.646,0.03,19518.8338,4692.1456,26584.7254,92.244,486232.7791,65448.7756,971062.6964,1.0,4028192.3867
2002,11,663915.41,1015272.42,382.77,27.22,100.0,22.7,29002.926,550.4913,1067.9268,27384.5079,29002.926,796698.492,6.348,1.526,8.646,0.03,5057.442,1215.7619,6888.2552,23.901,122773.4626,17453.176,241921.4541,1.0,1038619.9461
2002,12,3524440.13,4309174.93,224.7,26.78,93.6,17.0,142647.3235,2447.7885,5665.556,134533.9791,142647.3235,4229328.156,8.0071,1.9248,10.9057,0.0378,33864.5283,8140.7168,46123.6156,160.0403,690135.335,85732.5416,1362677.7582,1.0,5592005.9142
2003,1,2306446.04,3392668.52,223.65,26.12,98.47,18.24,93156.6585,1011.2235,4553.9517,87591.4833,93156.6585,2692932.8211,6.7641,1.626,9.2127,0.032,18721.2171,4500.406,25498.3685,88.4746,415136.3976,54573.1508,856739.1901,1.0,3549672.0112
2003,2,730487.2,1000093.24,361.55,26.87,100.0,13.35,31575.9298,400.5967,1479.7693,29695.5638,31575.9298,876584.64,6.348,1.526,8.646,0.03,5564.5593,1337.6682,7578.9508,26.2975,140983.4607,23084.6656,285581.4304,1.0,1162166.0704
2003,3,4079477.03,6223295.15,22.06,29.31,78.85,10.65,149524.4555,2489.637,4685.9912,142348.8273,149524.4555,4895372.436,13.5377,3.2543,18.4385,0.064,66272.2701,15931.2357,90263.0825,313.196,751476.0199,142671.3191,1673615.4993,1.0,6568987.9353
2003,4,4219677.63,5503051.52,0.0,29.18,77.5,9.35,152744.6936,1575.0775,6932.984,144236.632,152744.6936,5063613.156,13.7706,3.3103,18.7556,0.0651,69729.0756,16762.2195,94971.2646,329.5325,786102.0467,131404.7075,1545123.9894,1.0,6608737.1454
2003,5,4128242.89,4819781.7,380.78,29.7,100.0,19.97,181153.6047,2059.3879,5486.3351,173607.8817,181153.6047,4953891.468,6.348,1.526,8.646,0.03,31447.303,7559.6384,42831.3456,148.6167,837231.1746,121172.4713,1577880.2841,1.0,6531771.7521
2003,6,3142702.64,3473525.76,391.05,27.59,100.0,21.89,137920.6037,1819.3113,4126.3096,131974.9828,137920.6037,3771243.168,6.348,1.526,8.646,0.03,23939.8516,5754.9171,32606.1684,113.1373,628207.3116,76820.5113,1356240.821,1.0,5127483.989
2003,7,3680545.59,5496576.55,16.1,27.38,81.38,13.26,133784.5913,2406.4948,3107.9249,128270.1716,133784.5913,4416654.708,13.913,3.3446,18.9496,0.0658,61448.9597,14771.7569,83693.7154,290.4015,750648.814,103822.8241,1663836.9892,1.0,6080491.6972
2003,8,3630882.7,4167322.59,0.0,27.62,80.75,8.99,130890.6554,2338.1587,3028.4598,125524.037,130890.6554,4146430.4673,12.1275,2.9153,16.5177,0.0573,52840.3198,12702.3201,71968.7153,249.718,629379.3002,100243.3059,1608449.4337,1.0,5754879.9009
2003,9,1798269.99,2160548.52,417.51,26.91,100.0,11.68,79756.021,920.3015,2754.8231,76080.8965,79756.021,2123538.1637,6.348,1.526,8.646,0.03,13698.5015,3292.992,18657.4108,64.7377,353179.7801,47236.8445,684589.9738,1.0,2808128.1375
2003,10,3994658.84,5798987.99,430.05,27.01,100.0,19.49,178211.5975,3071.3345,6695.5386,168444.7244,178211.5975,4691660.1217,6.348,1.526,8.646,0.03,30429.7132,7315.0193,41445.3844,143.8077,750278.6265,97635.6154,1510800.5113,1.0,6202460.633
2003,11,2100051.01,2340139.26,396.02,27.3,100.0,23.69,92313.9109,1551.0037,2700.1046,88062.8026,92313.9109,2520061.212,6.348,1.526,8.646,0.03,15997.3486,3845.6134,21788.4492,75.6018,409187.9526,69370.1443,795987.821,1.0,3316049.033
2003,12,1586824.48,1977991.44,237.73,26.06,99.5,20.62,64530.1837,1136.3945,2597.3469,60796.4422,64530.1837,1904189.376,6.4964,1.5617,8.8482,0.0307,12370.4412,2973.7387,16848.5877,58.4614,306241.8878,56420.9789,636355.7475,1.0,2540545.1235
2004,1,2231468.31,3329530.08,286.35,26.15,100.0,21.58,92939.6319,1856.1202,3211.6425,87871.8692,92939.6319,2677761.972,6.348,1.526,8.646,0.03,16998.433,4086.2648,23151.93,80.3329,424488.5375,65642.3095,847143.1562,1.0,3524905.1282
2004,2,2258315.72,2420268.54,324.5,27.69,100.0,11.11,96117.0101,1791.9654,3266.6222,91058.4225,96117.0101,2661817.6663,6.348,1.526,8.646,0.03,17202.9458,4135.4277,23430.4773,81.2994,424464.6197,79007.897,847928.8094,1.0,3509746.4758
2004,3,4192732.17,6081945.99,52.59,29.5,80.56,12.37,156317.7932,2472.9028,6705.4248,147139.4656,156317.7932,4946200.6511,13.1397,3.1587,17.8963,0.0621,66109.5654,15892.123,90041.478,312.4271,768540.0047,138372.8864,1637371.4477,1.0,6583572.0987
2004,4,3784401.78,5131400.77,29.62,29.24,78.29,15.03,139257.3788,2171.9259,4227.0482,132858.4047,139257.3788,4511386.6597,16.3963,3.9415,22.3319,0.0775,74460.3795,17899.5808,101415.3184,351.8922,677589.6004,104955.6651,1586975.7381,1.0,6098362.3978
2004,5,2278266.11,2559343.41,352.86,28.95,100.0,22.63,98535.4707,1775.3412,2729.5292,94030.6003,98535.4707,2733919.332,6.348,1.526,8.646,0.03,17354.9199,4171.9609,23637.4665,82.0176,428648.4887,76955.0479,842078.5523,1.0,3575997.8843
2004,6,2516632.35,2894421.32,430.63,27.23,100.0,20.6,112355.3021,1380.234,3744.9614,107230.1067,112355.3021,3019958.82,6.348,1.526,8.646,0.03,19170.6986,4608.4572,26110.564,90.5988,513171.5709,89837.5285,1102383.3252,1.0,4122342.1452
2004,7,4371183.66,5008161.98,0.0,27.21,79.31,12.02,157406.8716,2237.8864,4370.9926,150797.9926,157406.8716,5245420.392,14.5302,3.4929,19.7902,0.0687,76217.1086,18321.8821,103807.99,360.1943,815854.6223,135979.6728,2052199.0474,1.0,7297619.4394
2004,8,4318030.24,4679727.52,0.0,27.78,80.96,12.02,155727.7746,2116.7039,5623.5354,147987.5354,155727.7746,4967830.1593,14.0354,3.374,19.1163,0.0663,72726.502,17482.7728,99053.7707,343.698,804088.1064,107480.1914,1684631.7131,1.0,6652461.8724
2004,9,977675.4,1356346.93,440.67,27.14,100.0,11.37,43836.7994,511.8469,1971.9094,41353.0431,43836.7994,1127555.5251,6.348,1.526,8.646,0.03,7447.5401,1790.3192,10143.5778,35.1963,169960.3102,30854.4521,413114.3038,1.0,1540669.8289
2004,10,3241513.03,4741994.41,381.09,27.43,100.0,19.58,141560.2395,2812.2784,5261.346,133486.6151,141560.2395,3871339.5575,6.348,1.526,8.646,0.03,24692.5497,5935.8587,33631.346,116.6945,655426.9774,77618.0346,1529880.5289,1.0,5401220.0864
2004,11,3045012.28,4400972.15,401.87,27.65,100.0,23.05,134311.3138,2468.7968,3729.332,128113.185,134311.3138,3597033.2116,6.348,1.526,8.646,0.03,23195.6855,5576.0265,31592.6114,109.6204,607511.1561,96517.3227,1257945.3773,1.0,4854978.589
2004,12,2465457.68,2890493.07,292.11,26.14,100.0,20.3,102967.5238,1934.261,2723.0647,98310.1981,102967.5238,2958549.216,6.348,1.526,8.646,0.03,18780.8704,4514.7461,25579.6165,88.7565,467695.763,68846.4214,1085075.5535,1.0,4043624.7695
2005,1,2224551.19,2735058.87,310.87,26.2,100.0,19.8,93755.6674,1006.182,4193.0017,88556.4837,93755.6674,2603299.3371,6.348,1.526,8.646,0.03,16945.7411,4073.5981,23080.1635,80.0838,421914.047,69461.5661,942261.6818,1.0,3545561.0189
2005,2,348719.41,463491.89,244.91,27.32,98.17,10.78,14273.2478,151.3346,440.4244,13681.4888,14273.2478,418463.292,6.6409,1.5964,9.045,0.0314,2778.9917,668.0437,3784.9972,13.1332,70590.0373,9840.6777,129783.077,1.0,548246.369
2005,3,2851224.02,3835423.08,26.14,28.96,78.16,11.7,104643.4295,1158.274,3636.3911,99848.7644,104643.4295,3421468.824,14.2615,3.4283,19.4242,0.0674,48795.1947,11729.9097,66459.2396,230.6011,552041.1451,77207.5921,1355903.0755,1.0,4777371.8995
2005,4,4887769.14,5885449.7,27.25,29.1,79.28,12.12,179561.2324,3197.1336,6725.885,169638.2139,179561.2324,5865322.968,14.1246,3.3954,19.2377,0.0668,82845.2691,19915.2301,112835.5697,391.5183,912034.9682,165555.4459,2008133.0616,1.0,7873456.0296
2005,5,1997327.02,2292978.85,398.65,29.01,100.0,18.29,88229.7371,1320.5935,2924.1809,83984.9627,88229.7371,2396792.424,6.348,1.526,8.646,0.03,15214.8383,3657.5052,20722.6673,71.9038,406869.2006,51206.0261,885649.4473,1.0,3282441.8713
2005,6,1495086.93,1815492.1,294.19,27.64,100.0,20.46,62717.3358,773.7513,1985.3642,59958.2202,62717.3358,1767795.3873,6.348,1.526,8.646,0.03,11388.9742,2737.8032,15511.8259,53.8231,284261.9195,50913.9053,645400.4173,1.0,2413195.8046
2005,7,2653011.72,3360106.98,48.65,27.73,81.95,13.87,98254.4983,1324.0496,3085.2913,93845.1574,98254.4983,3183614.064,13.0998,3.1491,17.842,0.0619,41704.8617,10025.4598,56802.1793,197.0929,519878.5559,88996.3381,1250261.8538,1.0,4433875.9178
2005,8,3615032.82,4318645.01,0.0,27.33,81.87,11.55,130219.1979,2023.3488,3349.6051,124846.2439,130219.1979,4221932.3739,13.2679,3.1895,18.0709,0.0627,57556.4803,13836.0411,78392.1438,272.0061,659087.9157,101198.9387,1455385.6005,1.0,5677317.9744
2005,9,2086938.5,2730926.5,504.15,27.3,100.0,11.56,96261.4493,1901.751,3207.6147,91152.0836,96261.4493,2493372.2924,6.348,1.526,8.646,0.03,15897.4627,3821.6018,21652.4043,75.1298,405969.4842,70374.9483,781055.0224,1.0,3274427.3149
2005,10,4065501.84,5858813.05,371.05,27.07,100.0,16.35,176586.674,2897.4806,7324.5403,166364.653,176586.674,4658771.3061,6.348,1.526,8.646,0.03,30969.3668,7444.747,42180.3947,146.3581,718945.1456,122040.612,1700545.2111,1.0,6359316.5172
2005,11,2300497.04,2682331.17,456.39,27.35,100.0,19.13,103920.3059,1960.5649,4002.9842,97956.7568,103920.3059,2760596.448,6.348,1.526,8.646,0.03,17524.2663,4212.6702,23868.1169,82.8179,438922.9453,60584.6711,929702.4502,1.0,3690298.8982
2005,12,2626808.96,3306644.29,262.37,26.61,100.0,19.97,108257.9302,1188.7615,3478.5473,103590.6214,108257.9302,3073830.9372,6.348,1.526,8.646,0.03,20009.9799,4810.2126,27253.6683,94.5651,491090.0548,66088.861,1021949.172,1.0,4095780.1092
2006,1,1716895.51,1871020.02,359.02,25.82,100.0,22.16,73955.0882,1401.536,2060.5177,70493.0345,73955.0882,2060274.612,6.348,1.526,8.646,0.03,13078.6232,3143.9791,17813.1343,61.8082,335275.4794,53854.21,631814.5343,1.0,2692089.1463
2006,2,1045809.96,1548344.3,280.44,27.33,100.0,11.11,43551.4052,511.3411,1940.4327,41099.6314,43551.4052,1224196.355,6.348,1.526,8.646,0.03,7966.562,1915.0872,10850.4875,37.6492,186038.5652,32567.3289,460833.1292,1.0,1685029.4843
2006,3,4623269.54,5540141.38,0.0,28.81,79.74,10.97,167190.688,2769.478,4547.5563,159873.6537,167190.688,5547923.448,14.0902,3.3872,19.191,0.0666,78171.6037,18791.7245,106470.0198,369.431,846401.8251,129725.2912,2179270.7334,1.0,7727194.1814
2006,4,3574921.56,4949990.15,0.0,28.7,76.02,12.28,129241.8774,2380.6335,4183.4593,122677.7845,129241.8774,4289905.872,16.567,3.9825,22.5643,0.0783,71070.7351,17084.7419,96798.6099,335.873,705989.0095,119106.982,1568459.0136,1.0,5858364.8856
2006,5,2560447.86,3193550.75,323.56,29.44,97.0,19.25,109355.6723,1925.8863,3243.8127,104185.9734,109355.6723,3072537.432,7.1333,1.7148,9.7156,0.0337,21917.3054,5268.7158,29851.4528,103.5789,470717.1366,75632.2748,924628.4047,1.0,3997165.8367
2006,6,2987104.15,3433763.31,341.19,27.75,100.0,20.4,128151.8183,2558.3388,2883.8826,122709.5969,128151.8183,3454598.8031,6.348,1.526,8.646,0.03,22754.5646,5469.9851,30991.803,107.5357,543637.0537,84589.6735,1285826.1808,1.0,4740424.9839
2006,7,4114943.77,4632593.47,75.27,26.81,84.89,9.22,154231.8647,2783.8682,4383.3855,147064.611,154231.8647,4937932.524,9.6293,2.3148,13.1151,0.0455,47548.6467,11430.2512,64761.4365,224.7101,767337.0088,139499.0336,1727415.0511,1.0,6665347.5751
2006,8,4702253.19,6773280.02,0.0,27.63,81.15,7.41,169517.2639,1895.7729,5611.6327,162009.8584,169517.2639,5642703.828,11.0145,2.6478,15.0017,0.0521,62151.3668,14940.609,84650.3966,293.721,892665.012,160241.6323,1909396.7151,1.0,7552100.5431
2006,9,3072802.87,4154582.81,458.89,27.13,100.0,11.64,138897.1311,2402.2373,4718.0444,131776.8494,138897.1311,3579515.7297,6.348,1.526,8.646,0.03,23407.3831,5626.9166,31880.9443,110.6209,591730.6687,77278.4575,1292285.771,1.0,4871801.5007
2006,10,2701662.92,3731096.05,358.03,27.42,100.0,18.6,116732.8779,1572.7926,4471.4126,110688.6727,116732.8779,3199356.9386,6.348,1.526,8.646,0.03,20580.1875,4947.2851,28030.2931,97.2599,537481.302,64685.3471,1172177.0954,1.0,4371534.034
2006,11,2485301.9,3503241.17,409.94,26.76,100.0,21.17,109814.1783,1224.1743,4215.1616,104374.8424,109814.1783,2927591.8248,6.348,1.526,8.646,0.03,18932.0358,4551.0848,25785.5043,89.4709,489501.5324,79712.8889,898088.0817,1.0,3825679.9065
2006,12,2080943.9,2228684.65,363.78,26.27,100.0,18.18,89924.405,945.9657,3623.5612,85354.8782,89924.405,2452761.1229,6.348,1.526,8.646,0.03,15851.7983,3810.6245,21590.2092,74.914,406485.2204,53994.195,799261.8498,1.0,3252022.9728
2007,1,1512739.96,1655303.72,232.03,26.34,99.86,20.49,61385.0183,847.3711,1826.4337,58711.2136,61385.0183,1807097.3767,6.3903,1.5362,8.7036,0.0302,11600.2238,2788.5856,15799.5487,54.8215,299096.7293,53570.9798,578951.7964,1.0,2386049.1731
2007,2,624395.77,812178.67,287.02,27.43,100.0,13.17,26090.482,297.6171,754.6008,25038.264,26090.482,749274.924,6.348,1.526,8.646,0.03,4756.3972,1143.3935,6478.231,22.4782,115418.5441,16365.849,291766.8844,1.0,1041041.8084
2007,3,3337454.47,3549962.37,51.01,30.02,77.69,11.47,124490.4042,2353.1899,3325.1819,118812.0324,124490.4042,3986207.8001,13.749,3.3051,18.7262,0.065,55063.9842,13236.8683,74997.3546,260.2268,604261.793,108883.1262,1270568.6354,1.0,5256776.4355
2007,4,4145448.61,4624082.44,45.32,29.93,79.11,11.0,154120.9074,2235.2941,5939.4594,145946.1539,154120.9074,4974538.332,13.1277,3.1558,17.88,0.062,65304.4037,15698.5696,88944.8447,308.6219,820682.0561,131882.3528,1801244.7956,1.0,6775783.1276
2007,5,3099038.97,3633730.54,364.79,29.44,100.0,18.7,134920.2163,2040.8771,4181.237,128698.1023,134920.2163,3718846.764,6.348,1.526,8.646,0.03,23607.2393,5674.9602,32153.1491,111.5654,580535.087,82284.8538,1127996.6416,1.0,4846843.4056
2007,6,3119053.83,3382340.24,322.61,27.55,100.0,18.25,132591.3364,1886.176,5775.6924,124929.4681,132591.3364,3742864.596,6.348,1.526,8.646,0.03,23759.7045,5711.6114,32360.8073,112.2859,564575.5428,102550.9013,1466483.0012,1.0,5209347.5972
2007,7,4434403.76,6765929.89,10.08,27.48,81.03,12.51,160693.8338,2360.2196,7241.5454,151092.0689,160693.8338,5321284.512,13.855,3.3306,18.8705,0.0655,73726.1996,17723.0908,100415.3626,348.4225,830255.0401,138265.9944,1754554.0479,1.0,7075838.5599
